epoch,train_loss,val_loss,acc,f1,prec,rec
1,0.03640703383323068,0.034213077190310456,0.9938903176928723,0.39941717548172234,0.24982377480869414,0.9955455854849827
2,0.03615395636974034,0.03882898286331531,0.9943692224108823,0.4186927231646299,0.2652229418645903,0.9936803148478013
3,0.03544680013696188,0.0344401477843292,0.9945625966435466,0.42764527941410607,0.27231971169281116,0.995402293171133
4,0.03525406770191747,0.03336761903393176,0.9936329087074811,0.38970338790568027,0.2422340173081371,0.9961459308688703
5,0.03543969941831723,0.03493583294772362,0.99470895677627,0.43428799370387744,0.2777453333452845,0.9952046486003059
6,0.03597236095127723,0.03699597647023756,0.9920148735539541,0.3376675622837189,0.20323502346831726,0.9974330911363821
7,0.03495250401160529,0.03511302415714707,0.9947225090552301,0.43476683193604926,0.2781850508479027,0.9945919504307417
8,0.03495629971452768,0.03251455366149429,0.9946661732262823,0.4324097252996638,0.2761797067480837,0.9956073494133663
9,0.03507660671883104,0.03601946202359458,0.9952972166498654,0.46309470018563026,0.3018802933906066,0.9938384305044631
10,0.034618482154434645,0.038905361826105635,0.9953724584708329,0.4669661342261222,0.30523209467513124,0.9932751434776056
11,0.034115470791258755,0.036655477775159734,0.994317756941118,0.416762531663911,0.26359451650194615,0.9948365355871402
12,0.03431609221019191,0.03333006718362025,0.9948516417324619,0.4410741330455026,0.2833018804245721,0.9954393515281631
13,0.03453542622293179,0.0329073898552,0.9940452087893911,0.40569493504010307,0.25472746653793443,0.9959680507551257
14,0.0343651577644823,0.03495506168335907,0.9947547103888833,0.43649924036646565,0.27953240958489595,0.9955134682422233
15,0.03404463771962526,0.03395171128502188,0.9945612202344543,0.42770844330326235,0.2723328590788654,0.9959112279410129
16,0.033722132765900546,0.03221307798873547,0.9941974571191939,0.4120506645714794,0.25973202123994116,0.9963633398967802
17,0.03403486513003274,0.03622023264567057,0.9945942380788881,0.4289259966253643,0.27340472266866017,0.9947994772301102
18,0.03405022205653527,0.03363015670184941,0.9948303204985406,0.43998580010923,0.28242720509201513,0.9951577080147344
19,0.03369357160512837,0.03308517249055611,0.9952662657813303,0.4617061335314703,0.30061269999350493,0.9948068889015161
20,0.03372066703574786,0.03192374872606854,0.9940073049665213,0.4041594565276238,0.25351972726398003,0.995940874626637
21,0.03319210828092583,0.03449004565098489,0.9942890193591157,0.41579605614335474,0.2627477027085161,0.9958988751553363
22,0.03306968657307605,0.03319096750067186,0.9949514974430483,0.44588663859626604,0.2872922424833637,0.9953528820284262
23,0.03287378524843588,0.03216922375582909,0.9941140323145681,0.4085961479133982,0.25699301590538337,0.9963608693396447
24,0.03295571418224034,0.038080488988595416,0.994651154190511,0.43137067835809106,0.27544100293773804,0.9941917201748166
25,0.033265173187889005,0.03195663570433624,0.9951411103596022,0.4552791028916371,0.2951681711547242,0.9950144157008847
26,0.03294087326872893,0.03254910772160966,0.9948775812853715,0.44213050917069513,0.2842363652151936,0.9946759493733431
27,0.03254146971643218,0.03267128153364788,0.9952256852604271,0.4596648892616779,0.2988556063713284,0.9951255907719749
28,0.03273832708968166,0.03291100494621336,0.995005065790133,0.44847461891915663,0.2894613354259323,0.995155237457599
29,0.032529360822622214,0.03264086745506109,0.9938185543587965,0.39680510867747043,0.24773551420183518,0.9963188698683441
30,0.03351507226461197,0.037029798640761266,0.9950395559222165,0.4497598290029478,0.2906803418407991,0.9934307885771321
31,0.03230334713251264,0.03807667798774187,0.9953715413030587,0.4669737347087721,0.3052171312684814,0.9935024347340569
32,0.03254020975833117,0.03240994519965593,0.995097973970274,0.45300983042876064,0.29329059751233816,0.9947006549446966
33,0.03206148899442427,0.031302936317384705,0.9938922489068153,0.39987793949583667,0.25008364809802813,0.9971440359515474
34,0.03186032623670902,0.031906941140344904,0.9943729381940789,0.4195805359529468,0.26572377274376996,0.9966523950816149
35,0.03201289513299079,0.029399021651393683,0.9951522075131731,0.4559896577378848,0.2957149503426191,0.9955900555134188
36,0.03185668565425635,0.030155298321746116,0.9939669359949805,0.40278466090829373,0.2523747220005454,0.9969389797093142
37,0.03270687878873833,0.05264497357745503,0.9947732589018425,0.4362276833055083,0.2796751697751138,0.9908984675134089
38,0.03158570285654662,0.034192063087640806,0.9952832259815348,0.46251062851890157,0.3013273365757546,0.9944560697882979
39,0.03160444394186819,0.03361743734788525,0.9949380414243582,0.44529588234319145,0.28677958189437697,0.9956221727561783
40,0.03157192879198003,0.02967319562453632,0.9946342139197984,0.43102931184079896,0.27502807390498124,0.9959532274123137
41,0.031461748938342846,0.040990640950757405,0.995498298903051,0.4738394379260826,0.31113018230444334,0.9932949079346883
42,0.031662284882731456,0.03082410864127699,0.9950323409369096,0.4498895665515062,0.2906206698563213,0.9953973520568623
43,0.03216802826560879,0.030568888021069905,0.9953728974478986,0.4673893741113658,0.3054431072002597,0.994871123387035
44,0.031404439839090054,0.0323754724606063,0.9953916773514391,0.4684093567183441,0.30631209676560567,0.9949007700726591
45,0.031022498419670645,0.03739948050920353,0.9952956585776498,0.46291529482190963,0.3017636071510852,0.9934505530342147
46,0.031181465243897498,0.02954101192858792,0.9949170177523681,0.4444077058472784,0.28599820548921695,0.9961681658830883
47,0.031051445798755187,0.033009174258209935,0.9958351700843406,0.49344483853085885,0.3281778518754756,0.9940261928467489
48,0.03096422377463693,0.03215372839639353,0.9957057647664681,0.4858596230077887,0.32147615730681733,0.9942683074460121
49,0.030587844532060426,0.02959739330203034,0.9949395440013491,0.44553588000813144,0.28692291437357387,0.9962941642969906
50,0.030488380653729576,0.03179182747537775,0.9951814642995666,0.4574849007765315,0.2969762984067512,0.99556287938493
51,0.03056053699794152,0.030272280523019245,0.9955838219613719,0.4790856887307258,0.3154842605624702,0.9951354730005163
52,0.031100650644895943,0.030884907227153927,0.9950787548210605,0.4523275699550241,0.2926191324850946,0.9958544051269002
